Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
EasyEditor,273,2025-06-05,2024-10-21,https://github.com/Easy-Editor/EasyEditor,18,1,TypeScript,MIT License,Plugin-based cross-framework low-code engine for building visual application platforms  |  用于构建可视化应用平台的插件化跨框架低代码引擎,
warzone-cheat,268,2025-06-04,2025-06-04,https://github.com/ElusionCheats/warzone-cheat,1,0,Python,Apache License 2.0,"Warzone Cheat is a powerful and feature-rich educational project designed to demonstrate how cheats can be built for Call of Duty: Warzone. Includes fully functional modules such as Aimbot, ESP, Wallh",
umple,266,2025-05-04,2015-08-26,https://github.com/umple/umple,201,365,Java,MIT License,"Umple: Model-Oriented Programming - embed models in code and vice versa and generate complete systems. Save yourself lots of coding. Do it collaboratively online in UmpleOnline, in an IDE or on the co","class-diagram,code-generation,editor,low-code,modeling,state-machine,uml,umple"
erlang-red,257,2025-06-05,2025-04-04,https://github.com/gorenje/erlang-red,11,1,JavaScript,Other,"Visual low-code flow-based programming environment for Erlang, inspired by Node-RED.","erlang,erlang-red,fbp,flowbasedprogramming,node-red,visual-flow-based-programming"
lyzr-automata,255,2024-06-08,2024-02-08,https://github.com/LyzrCore/lyzr-automata,28,5,Python,No license,low-code multi-agent automation framework,
SPD-Conv,252,2024-11-29,2022-07-01,https://github.com/LabSAINT/SPD-Conv,30,13,Python,MIT License,Code for ECML PKDD 2022 paper: No More Strided Convolutions or Pooling: A Novel CNN Architecture for Low-Resolution Images and Small Objects,
apibrew,245,2025-05-07,2023-01-21,https://github.com/apibrew/apibrew,7,12,Go,MIT License,APIBrew is Low code software to automate building CRUDs from yaml files,"api,application-builder,code-generation,crud,grpc,low-code,low-code-platform,nodejs,openapi,openapi3,rest,rest-api,restful,restful-api,swagger,typescript"
create-tsi,233,2024-11-04,2024-03-19,https://github.com/telekom/create-tsi,26,7,TypeScript,No license,Create-tsi is a generative AI RAG toolkit which generates AI Applications with low code.,"ai,chatbot,llm,machine-learning,nlp,openai-api,rag,transformer"
lemon-form,229,2025-05-26,2024-11-02,https://github.com/bojue/lemon-form,22,10,TypeScript,MIT License,lemon form 柠檬轻表单（Vue3）,"dynamic,form,low-code,vue3"
plugins,212,2024-11-26,2022-09-14,https://github.com/Budibase/plugins,45,4,,No license,A curated list of Budibase plugins 🔌 including data sources and components.,"api,component-library,components,crud-application,database,hacktoberfest,internal-tools,low-code,no-code"
nitro,202,2025-03-17,2022-01-06,https://github.com/h2oai/nitro,11,50,TypeScript,Apache License 2.0,"Create apps 10x quicker, without Javascript/HTML/CSS.","app,apps,data-analysis,data-science,developer-tools,devtools,graphics,h2o-nitro,low-code,python,ui,ui-components,user-interface,web-application,webapp,widget-library,widgets"
web-design,183,2025-05-30,2021-07-20,https://github.com/ahyiru/web-design,7,0,JavaScript,MIT License,Low-Code development platform.,"dashboard,express,full-stack,hooks,jsonschema,low-code,mongoose,nodejs,react,responsive,webgl,webpack"
Portofino,181,2025-06-05,2015-02-17,https://github.com/ManyDesigns/Portofino,56,141,Java,Other,"Portofino 5 is the next generation of the open-source low-code web framework Portofino. Its purpose is to help developers create modern, responsive enterprise applications with REST APIs and an Angula","angular,database,groovy,hacktoberfest,hibernate,java,low-code,model-driven,rad,rest,rest-api"
lightning,177,2024-12-06,2020-11-30,https://github.com/git-men/lightning,26,6,Python,MIT License,A Django based no code Admin and low code develop framework,"admin,django,lowcode,nocode,python"
raggenie,172,2025-05-06,2024-08-13,https://github.com/sirocco-ventures/raggenie,65,30,Python,MIT License,"RAGGENIE: An open-source, low-code platform to build custom Retrieval-Augmented Generation (RAG) Copilets with your own data. Simplify AI development with ease!","genai,hacktoberfest,llm,rag"
ryax-engine,171,2025-04-30,2022-05-04,https://github.com/RyaxTech/ryax-engine,5,1,Python,Mozilla Public License 2.0,Ryax is the low-code serverless and open-source solution to build faster your AI workflows and applications,"backend,backend-api,backend-services,docker,hpc,kubernetes,nix,workflow"
platform,171,2025-06-05,2018-06-11,https://github.com/lsfusion/platform,31,189,Java,GNU Lesser General Public License v3.0,lsFusion is an extremely declarative open-source language-based platform for information systems development ,"database-servers,enterprise,enterprise-software,erp-framework,framework,full-stack,low-code,low-code-development,low-code-development-platform,low-code-framework,low-code-platform,platform,rad,sql,web-framework"
huxy-admin,150,2025-05-30,2022-04-06,https://github.com/ahyiru/huxy-admin,3,0,JavaScript,MIT License,"Huxy Admin is a customizable admin dashboard template based on React. Built with Webpack, @huxy/pack, useRouter, useStore, etc.","dashboard,express,full-stack,hooks,husky,low-code,mongoose,nodejs,react,responsive,template,webgl,webpack"
frankframework,139,2025-06-05,2013-03-21,https://github.com/frankframework/frankframework,81,245,Java,Apache License 2.0,"The Frank!Framework is an easy-to-use, stateless integration framework which allows (transactional) messages to be modified and exchanged between different systems.","community-driven,data-flow,elt-framework,erp,erp-framework,etl-framework,framework,frank,integration,integration-framework,integration-platform,ipaas,java,low-code,low-code-development-platform,low-code-platform,open-source,self-hosted,system-integration,xml-configuration"
videokit,135,2025-05-25,2022-10-11,https://github.com/videokit-ai/videokit,15,3,C,Apache License 2.0,"Cross-platform, low-code media SDK for Unity Engine.","computer-vision,natml,unity3d,user-generated-content,video-editing,video-effects,video-filter,video-recording"
ensemble,134,2025-06-05,2022-03-10,https://github.com/EnsembleUI/ensemble,16,250,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License","Build native apps 20x faster than Flutter, RN or any other tech","cross-platform,dart,flutter,low-code,sdui,server-driven-ui"
studio,134,2025-06-04,2024-08-09,https://github.com/frappe/studio,33,19,Vue,GNU Affero General Public License v3.0,Visual App Builder for the Frappe Framework,"app-builder,erpnext,frappe,frappe-framework,frappe-ui,javascript,low-code,open-source,python,typescript,vue"
ixgo,125,2025-06-05,2021-07-12,https://github.com/goplus/ixgo,15,8,Go,Apache License 2.0,The Go/XGo Interpreter,"data-science,golang,goplus,igop,interpreter,ixgo,low-code,programming-language,scientific-computing,stem,stem-education,xgo"
meta-system,123,2025-02-26,2020-05-19,https://github.com/mapikit/meta-system,4,8,TypeScript,GNU General Public License v3.0,The *Everything* Framework for efficient developers,"backend,framework,javascript,low-code,no-code,nodejs,services,typescript"
tymly,122,2024-11-06,2017-07-21,https://github.com/wmfs/tymly,26,2,JavaScript,MIT License,An open framework for building digital services.,"low-code,monorepo"
openxava,115,2025-06-05,2019-03-29,https://github.com/openxava/openxava,47,0,HTML,No license,Automatic frontend engine for Java,"ddd,framework,frontend,java,jpa,low-code"
tabbled,106,2025-01-05,2022-12-05,https://github.com/tabbled/tabbled,19,17,Vue,Other,"Self-hosted low-code platform for business applications like CRM, ERP, WMS, etc. Built using JavaScript/TypeScript. 🚀","crm,crm-platform,docker,erp,internal-applications,javascript,low-code,low-code-development-platform,low-code-framework,low-code-no-code,low-code-platform,no-code,no-code-platform,nodejs,self-hosted,typeorm,typescript,vuejs,web-development-tools,wms"
platform,106,2024-07-16,2022-07-30,https://github.com/chainjet/platform,23,16,TypeScript,Other,ChainJet is the CRM for Web3 🤩,"automation,blockchain,crm,dapp,integrations,low-code,no-code,wallets,web3,web3-crm,workflow"
flowg,104,2025-06-03,2024-08-18,https://github.com/link-society/flowg,8,16,Go,MIT License,Low Code / Visual Scripting log processing software,"badgerdb,go,golang,log-management,logging,low-code,no-code,pipeline,react-flow,rust,syslog,syslog-server,visual-scripting,vrl"
platform,104,2025-06-04,2021-05-28,https://github.com/dashjoin/platform,11,20,Java,GNU Affero General Public License v3.0,Dashjoin Is an Open Source & Cloud Native Low Code Development and Integration Platform that helps teams deliver applications faster 🚀 Uses a data-driven approach inspired by Linked Data to make use o,"low-code,low-code-development-platform,low-code-platform,lowcode,no-code,nocode"
mona-saas,103,2025-03-05,2021-05-03,https://github.com/microsoft/mona-saas,36,5,C#,MIT License,"Go transactable with the Azure Marketplace in hours, not months!","appsource,azure,azure-marketplace,isv,low-code,no-code,saas"
sirius-web,100,2025-06-05,2018-01-16,https://github.com/eclipse-sirius/sirius-web,67,755,Java,Eclipse Public License 2.0,Sirius Web: open-source low-code platform to define custom web applications supporting your specific visual languages,
BESSER,93,2025-06-05,2022-09-21,https://github.com/BESSER-PEARL/BESSER,18,43,Python,MIT License,A Python-based low-modeling low-code platform for smart and AI-enhanced software,"ai,code-generation,dsl,language-modeling,low-code,low-code-platform,lowcode,mde,metamodel,modeling,python,uml"
pocketblocks,89,2025-04-27,2023-09-26,https://github.com/pedrozadotdev/pocketblocks,5,0,TypeScript,GNU Affero General Public License v3.0,Integration between Openblocks and Pocketbase.,"docker,internal-applications,internal-project,internal-tool,internal-tools,javascript,low-code,low-code-development-platform,low-code-framework,no-code,pocketbase,reactjs,self-hosted,typescript,web-development-tools"
qiaoqiaoyun,89,2025-03-17,2023-04-10,https://github.com/jeecgboot/qiaoqiaoyun,33,2,Java,Other,【零代码平台+AI应用平台&知识库】敲敲云是一款免费的AI应用开发平台与零代码平台结合的新一代零码产品，帮助企业快速搭建个性化业务应用！用户无需任何代码，即可搭建出符合业务需求的个性化应用。敲敲云拥有完善的应用搭建能力、表单引擎、流程引擎、仪表盘引擎，可满足企业的日常需求,"ai,aigc,apaas,app-builder,bigscreen,chatgpt,deepseek,dify,fastgpt,flowable,langchain,llama3,llm,low-code,lowcode,maxkb,no-code,nocobase,ollama,openai"
iauto,87,2024-11-22,2024-01-24,https://github.com/shellc/iauto,10,0,Python,MIT License,iauto is a low-code engine for building and deploying AI agents,"agents,ai,appium,autogen,automation,llm,playwright"
xoom-designer,87,2024-11-06,2020-04-02,https://github.com/vlingo/xoom-designer,16,8,Java,Mozilla Public License 2.0,"The VLINGO XOOM Designer to guide you in rapid delivery of low-code to full-code Reactive, Event-Driven Microservices and Applications using DOMA, DDD, and other approaches.","accelerator,boot,bootstrap,jump-start,jumpstart,jvm,project,source-generation,vlingo,vlingo-xoom,xoom"
PayrollEngine,84,2025-03-27,2023-05-23,https://github.com/Payroll-Engine/PayrollEngine,14,0,Batchfile,MIT License,"Framework for developing low-code/no-code payroll solutions focused on  automation, scalability and testability.","automated-testing,csharp,dotnet,low-code,mit-licensed,no-code,payroll,payroll-automation,payroll-management-system,payroll-processing,predictive-analytics,regulations,restful-api,scripting-interface,setup,swagger"
compage,84,2024-08-09,2022-06-14,https://github.com/intelops/compage,21,52,Go,Apache License 2.0,"Compage - Low-Code Framework to develop Rest API, gRPC, dRPC, GraphQL, WebAssembly, microservices, FaaS, Temporal workloads, IoT and edge services, K8s controllers, K8s CRDs, K8s custom APIs, K8s Oper","backend-services,code-generation,containerization,containers,cosign,golang,graphql,grpc,hacktoberfest,low-code,microservices,no-code,rest-api,rust,sbom-generator,serverless,software-bill-of-materials,software-supply-chain-security,visual-applications,webassembly"
jeecg-boot-starter,83,2025-05-22,2022-07-29,https://github.com/jeecgboot/jeecg-boot-starter,85,2,Java,Apache License 2.0,JeeccgBoot项目的启动模块，拆分出来便于维护 含各种starter：微服务启动、xxljob、分布式锁starter、rabbitmq、分布式事务、分库分表shardingsphere、mongondb,"ai,deepseek,gpt,gpt-4,jeecg,jeecgboot,langchain4j,low-code,ollama,springboot"
runnable,83,2025-06-04,2022-09-21,https://github.com/kineticio/runnable,4,11,TypeScript,No license,Build internal workflows with ease,"low-code,nodejs,remix,remix-run,typescript"
arcana.cpp,80,2024-08-23,2019-04-25,https://github.com/microsoft/arcana.cpp,24,6,C++,MIT License,"Arcana.cpp is a collection of helpers and utility code for low overhead, cross platform C++ implementation of task-based asynchrony.",
Once,79,2025-01-06,2021-08-10,https://github.com/YiiGaa/Once,11,0,Java,Apache License 2.0,A RESTful-API back-end low-code framework,
zflow,79,2024-06-05,2022-12-14,https://github.com/zflow-dev/zflow,5,0,Rust,MIT License,Flow Based Low/No Code Workflow and Robotic Process Automation Library,"dag,fbp,flowbased,low-code,no-code,rust,visual-programming"
hatchify,75,2025-01-17,2023-04-21,https://github.com/bitovi/hatchify,3,6,TypeScript,MIT License,"JavaScript, open source, CRUD app scaffolding that turns schemas into an app quickly, while allowing customization later.","crud,crud-application,jsonapi,low-code,react,sequelize"
Autoanys,73,2024-07-17,2024-05-21,https://github.com/Autoanys/Autoanys,17,1,TypeScript,GNU General Public License v3.0,"AutoAnys is an innovative, open-source Robotic Process Automation (RPA) platform designed to revolutionize the automation landscape. Built for scalability and flexibility, AutoAnys empowers individual","automation,low-code,lowcode,next,nextjs,platform,python,react,reactjs,robotics,rpa,test-automation,testing,typescript"
iPLAss,72,2025-06-05,2018-08-22,https://github.com/dentsusoken/iPLAss,27,78,Java,GNU Affero General Public License v3.0,Java-based open source low-code development platform for enterprise,"framework,groovy,java,low-code"
otto-m8,71,2025-03-21,2024-09-10,https://github.com/farhan0167/otto-m8,5,12,JavaScript,Apache License 2.0,"Flowchart-like UI to interconnect LLM's and Huggingface models, and deploy them as a REST API with little to no code.","ai,ai-agents,ai-agents-framework,automation,deep-learning,docker,fastapi,huggingface-transformers,langchain,llm-inference,low-code,machine-learning,no-code,ollama,openai-api,rest"
nocodb-mobile,70,2025-02-02,2023-06-17,https://github.com/enm10k/nocodb-mobile,8,7,Dart,MIT License,A prototype Android/iOS client for NocoDB,"airtable,low-code,no-code,nocodb"
ParetoQ,69,2025-06-02,2025-03-03,https://github.com/facebookresearch/ParetoQ,2,4,Python,Other,"This repository contains the training code of ParetoQ introduced in our work ""ParetoQ Scaling Laws in Extremely Low-bit LLM Quantization""",
crud,68,2024-12-12,2022-07-20,https://github.com/cdfmlr/crud,16,6,Go,MIT License,A package helps writing CRUD servers. All you need is this package and models.,"api,crud,golang,low-code,restful"
NGEL_SLAM,68,2024-08-23,2024-03-04,https://github.com/YunxuanMao/NGEL_SLAM,9,2,Python,No license,[ICRA-2024] The official code for NGEL-SLAM: Neural Implicit Representation-based Global Consistent Low-Latency SLAM System,
core,68,2024-12-16,2024-07-29,https://github.com/zero-dim/core,17,3,TypeScript,MIT License,vue3.x + vite5.x + element-plus 低代码平台 nocode 可视化拖拽 可视化编辑器 可视化建模 数据源自建 建站工具、可视化搭建工具 ai 低代码 ai nocode 深度集成 ai,"ai,low-code,lowcode,no-code,nocode,zerodim"
lowcode-datasource,67,2024-09-24,2021-12-30,https://github.com/alibaba/lowcode-datasource,63,1,TypeScript,MIT License,An enterprise-class low-code technology stack with scale-out design / 一套面向扩展设计的企业级低代码技术体系,"alibaba,low-code,lowcode"
locokit,67,2025-05-23,2021-11-02,https://github.com/locokit/locokit,9,146,TypeScript,MIT License,The Low Code Kit repository,"airtable,locokit,low-code,nocode"
spidercreator,68,2025-05-18,2025-02-16,https://github.com/carlosplanchon/spidercreator,9,5,Python,GNU Affero General Public License v3.0,Automated web scraping spider generation using Browser Use and LLMs. Streamline the creation of Playwright-based spiders with minimal manual coding. Ideal for large enterprises with recurring data ext,"ai,automation,browser-use,crawling,llm,low-code,no-code,python,rpa,scraping,spider,vibe-coding"
low-code,66,2025-02-17,2024-11-10,https://github.com/missxiaolin/low-code,4,0,JavaScript,No license,低代码,
colie,65,2025-01-31,2024-03-12,https://github.com/ctom2/colie,5,2,Jupyter Notebook,Apache License 2.0,"[ECCV 2024] This is the official code for the paper ""Fast Context-Based Low-Light Image Enhancement via Neural Implicit Representations""","computer-vision,image-enhancement,low-light-image-enhancement,neural-implicit-representations,self-supervised,zero-shot"
interaqt,65,2025-05-28,2023-08-20,https://github.com/InteraqtDev/interaqt,6,0,TypeScript,No license,Better application framework for LLM era.,"aigc,cms-framework,framework,headless-cms,low-code,nocode,web-framework"
oinone-pamirs,65,2025-06-04,2025-05-10,https://github.com/oinone/oinone-pamirs,2,0,Java,GNU Affero General Public License v3.0,No description,"ai-lowcode,framework,low-code,low-code-framework,lowcode,oinone"
kaoto,64,2025-06-04,2023-08-07,https://github.com/KaotoIO/kaoto,35,248,TypeScript,Apache License 2.0,The UI of the Kaoto project,"apache-camel,camel,camel-jbang,camel-k,camel-quarkus,components,connectors,editor,eip,integration,integration-flow,jbang,low-code,no-code,quarkus,spring-boot,visualisation,visualization,yaml"
app-builder,61,2025-05-22,2018-01-19,https://github.com/entando/app-builder,21,9,JavaScript,GNU Lesser General Public License v3.0,This is the repository of the Entando App Builder where Devs and Business IT use low-code composition features to create Apps from components.,entando
Reti-Diff,62,2025-06-03,2023-11-20,https://github.com/ChunmingHe/Reti-Diff,0,3,Python,No license,"Official Code for ""Reti-Diff: Illumination Degradation Image Restoration with Retinex-based Latent Diffusion Model"". A SOTA algorithm in low-light image enhancement, underwater image enhancement, and ","backlit-image-enhancement,low-light-image-enhancement,underwater-image-enhancement"
llemonstack,60,2025-05-01,2025-03-03,https://github.com/LLemonStack/llemonstack,14,0,TypeScript,GNU Affero General Public License v3.0,"All-in-one local low-code AI agent development platform. Installs and runs n8n, Flowise, Browser-Use, Qdrant, Ollama, and more. Proxies LLM requests through LiteLLM with Langfuse for observability.",
drivers,59,2024-07-23,2020-09-20,https://github.com/jupyter-naas/drivers,13,5,Python,GNU Affero General Public License v3.0,"Low-code Python library enabling access to APIs, tools, data sources in seconds.","connectors,data,data-analysis,data-collection,data-engineering,data-integration,data-mesh,data-science,elt,etl,hacktoberfest,hacktoberfest2022,integration,lowcode,open-source,opensource,pipeline,pipelines,python"
jvs,59,2025-06-05,2022-07-26,https://github.com/RKQF-JVS/jvs,23,0,Java,Other,"JVS是采用 Spring Cloud+VUE+Demo集的技术普惠型微服务开源框架,面向中小型软件开发团队，可以快速实现应用开发与发布，框架提供丰富的基础功能，集成众多业务引擎，它灵活性强，界面化配置对开发者友好，底层容器化构建，集合持续化构建。","java,javascript,jvs,low-code,springcloud,vue"
basemulti,57,2025-01-11,2024-11-14,https://github.com/basemulti/basemulti,6,0,TypeScript,GNU Affero General Public License v3.0,✨ The Next-Gen No-Code Database Platform. Transform any database into a powerful Airtable-like interface and instant API.,"airtable-alternative,app-builder,backend,database,headless-cms,low-code,mysql,no-code,postgresql,self-hosted,spreadsheet,sqlite,typescript"
Diff-Retinex,56,2024-12-30,2024-08-22,https://github.com/XunpengYi/Diff-Retinex,3,3,Python,MIT License,Official Code of the Diff-Retinex: Rethinking Low-light Image Enhancement with A Generative Diffusion Model (ICCV2023),
oinone-kunlun,56,2025-06-05,2025-05-16,https://github.com/oinone/oinone-kunlun,1,0,TypeScript,GNU Affero General Public License v3.0,No description,"ai-lowcode,framework,low-code,low-code-framework,lowcode,oinone"
Trick,56,2025-03-14,2020-03-11,https://github.com/YiiGaa/Trick,11,0,JavaScript,Apache License 2.0,A front-end web page low-code framework,
limbas,55,2025-02-18,2013-05-16,https://github.com/limbas/limbas,9,2,PHP,GNU General Public License v2.0,Low-code database framework that fits your needs,"appliance,cms,crm,database-gui,database-management,dms,erp,form-generator,php,product-catalog,report-generator,user-group-management,workflow,workflow-engine"
xgen,55,2025-05-18,2022-03-01,https://github.com/YaoApp/xgen,32,2,TypeScript,Apache License 2.0,A official lowcode resolution based yao app engine.,"ant-design,components,design-system,low-code,mobx,react,shadow-dom,typescript,umi"
LowMemoryFHEResNet20,54,2025-03-04,2023-10-24,https://github.com/narger-ef/LowMemoryFHEResNet20,16,1,Jupyter Notebook,MIT License,"Source code for the paper ""Encrypted Image Classification with Low Memory Footprint using Fully Homomorphic Encryption""","convolutional-neural-network,fhe,homomorphic-encryption,privacy-preserving,resnet,secure-computation"
dex,54,2025-03-27,2022-06-01,https://github.com/appsource/dex,403,1,JavaScript,GNU General Public License v3.0,"DEX White-label at your own domain without coding skills. 1 min installation, JUST FROK AND ADD DOMAIN","binance,bsc,clone,dex,ethereum,evm,exchange,exchnage,fork,low-code,low-code-framework,uniswap,uniswap-v2"
tachybase,54,2025-06-05,2024-10-15,https://github.com/tachybase/tachybase,16,30,TypeScript,Apache License 2.0,"Tachybase is a pluggable application framework., where developers can build complex application logic, while core developers focus on ensuring the stability of key modules and adapting to different en","admin-dashboard,approval,crm,crud,erp,internal-tools,low-code,low-code-development,low-code-development-platform,low-code-platform,nodejs,self-hosted,workflows"
CoCreate-admin,53,2025-05-01,2019-06-29,https://github.com/CoCreate-app/CoCreate-admin,19,1,HTML,MIT License,"A No Code Admin, CRM, CMS, Website Builder platform. Powered by CoCreateJS to provide Realtime and Collaborative CRUD functionality. ","admin,cms,cocreate,cocreate-framework,cocreatejs,cocreatejs-component,collaboration,collaborative-framework,crm,html5-framework,javascript-framework,low-code,low-code-framework,no-code,no-code-framework,realtime,realtime-framework,shared-editing"
quark-ui,51,2025-04-02,2020-02-10,https://github.com/quarkcloudio/quark-ui,16,0,JavaScript,No license,QuarkUI is a low code engine that can configure and combine rich front-end pages through JSON.,
BESSER-Agentic-Framework,51,2025-04-08,2023-07-04,https://github.com/BESSER-PEARL/BESSER-Agentic-Framework,7,38,Python,MIT License,"Design and implement agents, bot and chatbots in Python","agent,bot,chatbot,framework,low-code,nlp,python"
Fierro,50,2025-06-02,2021-07-09,https://github.com/lanl/Fierro,22,21,C++,"BSD 3-Clause ""New"" or ""Revised"" License","Fierro is a C++ code designed to aid the research and development of numerical methods, testing of user-specified models, and creating multi-scale models related to quasi-static solid mechanics and co","computational-mechanics,crystal-plasticity,engineering,finite-element-methods,lagrangian,lagrangian-mechanics,material-science,micromechanics,parallel-computing,shock-capturing,solid-dynamics,topology-optimization"
