Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
camel-karavan,589,2026-06-11,2021-10-04,https://github.com/apache/camel-karavan,216,47,TypeScript,Apache License 2.0,Apache Camel Karavan a Low-code Data Integration Platform,"camel,docker,integration,java,kubernetes,low-code,vscode"
goatdb,570,2026-06-23,2024-12-03,https://github.com/goatplatform/goatdb,17,11,TypeScript,MIT License,A peer-to-peer database that spans devices. For apps and agents that work everywhere.,"backend,browser,database,deno,devtools,edge,frontend,local-first,low-code,react,typescript"
r3,568,2026-07-17,2021-09-20,https://github.com/r3-team/r3,83,6,JavaScript,Other,REI3 - Free and open low code,"application-builder,business-managment,business-software,business-solutions,free-software,golang,internal-solutions,internal-tools,low-code,lowcode,no-code,nocode,selfhosted,web-development,webdevelopment"
fastschema,563,2026-07-11,2024-04-02,https://github.com/fastschema/fastschema,51,32,Go,MIT License,All-in-One Backend as a Service with Headless CMS Power,"backend,backend-as-a-service,cms,framework,golang,headless-cms,low-code,no-code,rbac,react"
ethora,540,2026-07-17,2021-06-21,https://github.com/dappros/ethora,110,1,JavaScript,Apache License 2.0,"SDK monorepo for Ethora chat / messaging platform. (1) Pick an SDK for your frontend stack. (2) Integrate manually or using ethora-setup. (3) Optionally configure app settings, deploy AI agents etc. Server: ethora.com cloud [free]. Dedicated server + SLA option for enterprise customers.","ai-chat,chat,chat-engine,chat-sdk,chat-widget,chatbot,developer-tools,ejabberd,ethora,low-code,mcp,messaging,messenger-platform,open-source,rag,react,react-native,reactjs,wallet,xmpp"
n8n-workflow-builder,533,2026-03-19,2025-01-14,https://github.com/makafeli/n8n-workflow-builder,126,5,JavaScript,MIT License,"AI assistant integration for n8n workflow automation through Model Context Protocol (MCP). Connect Claude Desktop, ChatGPT, and other AI assistants to n8n for natural language workflow management.","ai-assistant,ai-automation,ai-integration,api-integration,api-wrapper,automation-tools,chatgpt-integration,claude-desktop,low-code,mcp-server,model-context-protocol,n8n,no-code,nodejs,rest-api,typescript,webhook,workflow-automation,workflow-management"
node-red-contrib-uibuilder,521,2026-07-01,2017-04-18,https://github.com/TotallyInformation/node-red-contrib-uibuilder,93,10,JavaScript,Apache License 2.0,Easily create data-driven web UI's for Node-RED. Single- & Multi-page. Multiple UI's. Work with existing web development workflows or mix and match with no-code/low-code features.,"css,dashboard,data-driven,flow-based-programming,html,javascript,low-code,no-code,node-red,ui,web-app,web-application,web-components,webapp,website,websockets,zero-code"
fastapi-starter,520,2025-10-29,2021-08-19,https://github.com/gaganpreet/fastapi-starter,52,28,TypeScript,MIT License,"A FastAPI based low code starter/boilerplate: SQLAlchemy 2.0 (async), Postgres, React-Admin, pytest and cypress","cookiecutter,cookiecutter-fastapi,cookiecutter-template,docker,docker-compose,fastapi,fastapi-boilerplate,fastapi-template,fastapi-users,openapi-generator,postgres,python,python3,react,react-admin,sqlalchemy,typescript"
shesha-framework,503,2026-07-17,2023-02-08,https://github.com/shesha-io/shesha-framework,142,470,TypeScript,Apache License 2.0,An open-source Low-Code development framework for .NET developers. Create .NET based business applications with 80% less code.,"abp,abp-framework,app-factory,business-solutions,crud-application,csharp,enterprise-software,low-code-framework,nextjs,open-source,react,workflow-automation"
skyve,503,2026-07-15,2014-07-28,https://github.com/skyvers/skyve,92,12,JavaScript,GNU Lesser General Public License v2.1,"Skyve is an open-source low-code platform that gives you access to all of the key capabilities needed to build sophisticated, robust and scalable cloud solutions.","framework,java,low-code,skyve,xml"
aeria,477,2026-06-24,2024-03-02,https://github.com/aeria-org/aeria,6,6,TypeScript,MIT License,A language designed for the web that integrates with TypeScript,"aeria,appsec,bun,deno,javascript,low-code,mongodb,node,odm,orm,prisma,rapid-development,strong-typed,typescript,vibe-coding"
Entity-Builder,475,2026-04-26,2019-08-18,https://github.com/GooGee/Entity-Builder,68,0,TypeScript,No license,:tomato: low code builder for Laravel.,"crud,generator,laravel,scaffold"
flyto-core,473,2026-07-18,2025-12-04,https://github.com/flytohub/flyto-core,82,1,Python,Apache License 2.0,"Flyto2 Core is the open-source execution kernel for automation and AI-agent workflows: 451 registry-backed modules, MCP-native transport, YAML recipes, evidence capture, replay, triggers, queue, versioning, and metering.","ai-agents,ai-tools,atomic-modules,automation,browser-automation,execution-engine,flyto2,llm,low-code,mcp,mcp-server,model-context-protocol,open-source,playwright,python,rpa,security,web-scraping,workflow-automation,workflow-engine"
db2rest,466,2026-05-30,2023-12-14,https://github.com/9tigerio/db2rest,88,24,Java,Apache License 2.0,"Instant no code DATA API platform for relational databases. Connect any database, run anywhere. Power your GENAI application function/tools calls in seconds.","ai,data-api,generative-ai,java,llm,low-code,lowcode,mariadb,mysql,mysql-database,no-code,nocode,oracle,postgres,postgresql,restapi,spring-boot,springboot,sqllite"
sdk,464,2026-07-06,2024-02-04,https://github.com/chaibuilder/sdk,71,4,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",Open source Website Builder for React JS frameworks,"ai,low-code,react,tailwindcss,website-builder"
learn-low-code-agentic-ai,452,2025-10-08,2025-07-28,https://github.com/panaversity/learn-low-code-agentic-ai,195,16,No language,MIT License,"Low-Code Full-Stack Agentic AI Development using LLMs, n8n, Loveable, UXPilot, Supabase and MCP. Class Videos: https://www.youtube.com/playlist?list=PL0vKVrkG4hWq5T6yqCtUL7ol9rDuEyzBH","llms,loveable,mcp,n8n,supabase"
flowfuse,393,2026-07-17,2021-06-29,https://github.com/FlowFuse/flowfuse,86,975,JavaScript,Other,"Connect, Collect, Build, and Scale with FlowFuse","flow-based-programming,low-code,low-code-development,low-code-development-platform,no-code,node-red,visual-programming"
superviz,383,2026-01-30,2024-09-13,https://github.com/SuperViz/superviz,5,9,TypeScript,No license,"SuperViz provides powerful SDKs and APIs that enable developers to easily integrate real-time features into web applications. Our platform accelerates development across various industries with robust, scalable infrastructure and a low-code approach.","autodesk,autodesk-forge,collaboration,comments,crdt,matterport,multiplayer,presence,react,reactflow,real-time,superviz,three,video-conferencing,webrtc,websockets,yjs,yjs-provider"
convertigo,382,2026-07-15,2018-01-25,https://github.com/convertigo/convertigo,70,45,Java,Other,Convertigo is an open source Low Code platform including a No Code  Application builder for full-stack mobile and web application development,"ai,ai-tools,angular,convertigo,ionic-framework,kubernetes,low-code-development-platform,microservices,mobile-development,no-code,opensource,vibecoding"
CanvasMind,358,2026-07-10,2025-09-27,https://github.com/martin98-afk/CanvasMind,63,21,Python,GNU General Public License v3.0,"A modern low-code visual programming IDE built on NodeGraphQt and qfluentwidgets, supporting drag-and-drop component orchestration, asynchronous execution, file operations, loop control, and one-click export of workflows into standalone runnable projects—enabling seamless transition from development to deployment.","nodegraphqt,pyqt-fluent-widgets"
panel-graphic-walker,352,2025-12-03,2024-10-25,https://github.com/panel-extensions/panel-graphic-walker,14,11,Python,MIT License,A project providing a Graphic Walker Pane for use with HoloViz Panel.,"business-intelligence,data,data-analysis,data-app,data-exploration,data-mining,data-visualization,eda,holoviz-panel,low-code,notebook,pivot-table,python,tableau,tableau-alternative,vega,vega-lite,visualization"
EasyEditor,346,2026-02-02,2024-10-21,https://github.com/Easy-Editor/EasyEditor,28,1,TypeScript,MIT License,Plugin-based cross-framework low-code engine for building visual application platforms  |  用于构建可视化应用平台的插件化跨框架低代码引擎,
open-wes,338,2026-06-05,2024-12-10,https://github.com/jingsewu/open-wes,38,6,Java,MIT License,"🔥 Open WES is a customizable, open-source Warehouse Execution System designed to streamline warehouse operations. By integrating AI-driven optimization and a microservices architecture, Open WES delivers smarter, scalable, and future-ready solutions for modern supply chains. 🌟 Star to support our work!","ai-warehousing,customization,lowcode,microservices,spring-cloud,warehouse,warehouse-management-system,wms"
Forge,331,2026-06-17,2018-12-19,https://github.com/microsoft/Forge,59,20,C#,MIT License,A Generic Low-Code Framework Built on a Config-Driven Tree Walker,"async,config,config-driven,csharp,decision-tree,dynamic,forge,generic,low-code,microsoft,netstandard20,persisted-state,roslyn,stateful,tree-visualization,treewalker,ui,workflow-engine,workflow-framework"
noco-form,324,2026-05-15,2024-11-02,https://github.com/nocokit/noco-form,47,3,TypeScript,MIT License,拖拉拽低代码表单,"dynamic,form,low-code,nocokit,vue3"
lyzr-automata,276,2025-10-22,2024-02-08,https://github.com/LyzrCore/lyzr-automata,35,8,Python,No license,low-code multi-agent automation framework,
umple,276,2026-07-08,2015-08-26,https://github.com/umple/umple,206,346,Java,MIT License,"Umple: Model-Oriented Programming - embed models in code and vice versa and generate complete systems. Save yourself lots of coding. Do it collaboratively online in UmpleOnline, in an IDE or on the command line.","class-diagram,code-generation,editor,low-code,modeling,state-machine,uml,umple"
EpicStaff,267,2026-07-17,2025-03-20,https://github.com/EpicStaff/EpicStaff,41,32,Python,Other,"Source-available, self-hosted platform for building AI agent flows - visual editor over a Django backend.","ade,ai,ai-agents,aiagents,automation,gui,llm-agents,low-code,multi-agent-systems,no-code,nodebasedprogramming,orchestration,python,self-hosted,source-available,workflow-automation"
studio,264,2026-07-16,2024-08-09,https://github.com/frappe/studio,91,22,Vue,MIT License,Visual App Builder for the Frappe Framework,"app-builder,erpnext,frappe,frappe-framework,frappe-ui,javascript,low-code,open-source,python,typescript,vue"
apibrew,254,2026-02-09,2023-01-21,https://github.com/tislib/apibrew,9,12,Go,MIT License,APIBrew is Low code software to automate building CRUDs from yaml files,"api,application-builder,code-generation,crud,grpc,low-code,low-code-platform,nodejs,openapi,openapi3,rest,rest-api,restful,restful-api,swagger,typescript"
nocode-platform-boilerplate,231,2026-07-05,2023-06-10,https://github.com/nocode-js/nocode-platform-boilerplate,35,0,TypeScript,MIT License,Powerfull no-code platform boilerplate. Clone this repo and start your no-code platform today. Next.js + Tailwindcss + TypeScript + NoCode JS components. Check out https://nocode-js.com,"boilerplate,lowcode,nextjs-boilerplate,nextjs-starter,nextjs-template,nocode,nocode-boilerplate,nocode-platform-boilerplate,template,template-project"
learn-agentic-ai-from-low-code-to-code,230,2025-11-20,2025-10-08,https://github.com/panaversity/learn-agentic-ai-from-low-code-to-code,60,1,No language,MIT License,"Build production-grade agents with OpenAI AgentKit, a no-code platfrom.","agent-kit,mcp,openai"
sql-forge,230,2026-07-07,2022-11-16,https://github.com/wb04307201/sql-forge,2,0,Java,Apache License 2.0,"SQL Forge — a Spring Boot database framework providing JSON CRUD API, type-safe entity operations, SQL template engine, Apache Calcite cross-database federated queries, and Amis low-code visual management. Ready to use, import on demand.","java,orm,spring-boot,sql"
mcp-n8n-workflow-builder,229,2026-04-12,2025-03-15,https://github.com/salacoste/mcp-n8n-workflow-builder,59,1,JavaScript,MIT License,"AI-powered n8n workflow automation through natural language. MCP server enabling Claude AI & Cursor IDE to create, manage, and monitor workflows via Model Context Protocol. Multi-instance support, 17 tools, comprehensive docs. Build workflows conversationally without manual JSON editing.","ai-automation,ai-tools,api-management,automation-platform,claude-ai,cursor-ide,low-code,mcp,model-context-protocol,multi-instance,n8n,natural-language,no-code,nodejs,typescript,workflow-automation,workflow-builder"
chameleon,227,2026-06-10,2022-01-14,https://github.com/hlerenow/chameleon,20,4,TypeScript,Apache License 2.0,React Web visual programming engine -- LowCode,"editor,engine,lowcode,lowcode-editor,lowcode-engine,react,visual,web-builder-framework,web-editor,webpage"
ruoyi-office,227,2026-04-06,2026-02-09,https://github.com/yuqing2026/ruoyi-office,107,0,Java,MIT License,🔥🔥🔥RuoYi Office 基于 SpringCloud+Vue3+Vben 的中小企业办公一体化平台，涵盖 │🏢 OA协同办公 │💼 HRM人力资源 │🤝 CRM客户管理 │📋 BPM审批流 │🛍️ ERP进销存 │📑 合同管理 │📊 PMS项目管理 │🏭 EAM资产 │📦 WMS仓储 │⚙️ MES制造执行 │💰 财务管理 │📡 IoT物联网 │🛠️ 工单管理 │🛒 MALL商城 │🤖 AI智能助手 │📈 数据报表 │等十余个子系统。,"antdv,bpm,crm,eam,erp,flowable,hrm,iot,low-code,mes,mybatis-plus,oa,project-management,saas,springboot,springcloud,vben,vue3,wms"
spidercreator,223,2025-08-25,2025-02-16,https://github.com/carlosplanchon/spidercreator,23,6,Python,GNU Affero General Public License v3.0,Automated web scraping spider generation using Browser Use and LLMs. Streamline the creation of Playwright-based spiders with minimal manual coding. Ideal for large enterprises with recurring data extraction needs.,"ai,automation,browser-use,crawling,llm,low-code,no-code,python,rpa,scraping,spider,vibe-coding"
platform,210,2026-07-18,2018-06-11,https://github.com/lsfusion/platform,43,177,Java,GNU Lesser General Public License v3.0,lsFusion is an extremely declarative open-source language-based platform for information systems development ,"database-servers,enterprise,enterprise-software,erp-framework,framework,full-stack,low-code,low-code-development,low-code-development-platform,low-code-framework,low-code-platform,platform,rad,sql,web-framework"
basemulti,204,2026-04-11,2024-11-14,https://github.com/basemulti/basemulti,20,3,No language,No license,✨ Connect your database. Get an admin panel in seconds. No cloud. No lock-in.,"airtable-alternative,app-builder,backend,database,headless-cms,low-code,mysql,no-code,postgresql,self-hosted,spreadsheet,sqlite,typescript"
flowbaker,203,2026-06-02,2025-08-09,https://github.com/flowbaker/flowbaker,19,2,Go,Apache License 2.0,"Execution engine powering Flowbaker, a no code platform to build, connect, and automate workflows.","agents,ai,ai-agents,aiagents,automation,integration,integration-platform,integrations,low-code,no-code,self-hosted,workflow,workflow-automation,workflow-engine,workflows"
awesome-lesscode,201,2026-05-12,2020-01-16,https://github.com/dream2023/awesome-lesscode,33,0,No language,No license,less code / no code 前后端实践和工具列表,"awesome,less-code,lesscode,low-code,lowcode,no-code"
multi-agent-generator,196,2026-04-10,2025-04-25,https://github.com/aakriti1318/multi-agent-generator,42,5,Python,MIT License,Low-code/no-code python library that transforms plain English instructions into fully configured multi-agent AI teams ,
ryax-engine,187,2026-07-17,2022-05-04,https://github.com/RyaxTech/ryax-engine,6,1,Go Template,Mozilla Public License 2.0,Ryax is the low-code serverless and open-source solution to build faster your AI workflows and applications,"backend,backend-api,backend-services,docker,hpc,kubernetes,nix,workflow"
Portofino,186,2025-10-02,2015-02-17,https://github.com/ManyDesigns/Portofino,57,156,Java,Other,"Portofino 5 is the next generation of the open-source low-code web framework Portofino. Its purpose is to help developers create modern, responsive enterprise applications with REST APIs and an Angular UI.","angular,database,groovy,hacktoberfest,hibernate,java,low-code,model-driven,rad,rest,rest-api"
loopi,186,2026-06-09,2025-09-17,https://github.com/Dyan-Dev/loopi,27,31,TypeScript,Other,"A desktop automation platform — control browsers, system cursor/keyboard, run shell commands, and orchestrate workflows with AI agents and 80+ integrations. Runs locally.","agents,ai,api-rest,automation,browser,cli,desktop,electron,integrations,keyboard-automation,low-code,mouse-control,open-source,rpa,shell-commands,system-commands,typescript,workflows"
BESSER,183,2026-07-17,2022-09-21,https://github.com/BESSER-PEARL/BESSER,40,49,Python,MIT License,A Python-based AI-enhanced low-code open-source platform for smart software development,"ai,class-diagrams,code-generation,dsl,language-modeling,low-code,low-code-platform,lowcode,mde,metamodel,modeling,ocl,open-source,opensource,python,state-machine,uml,vibe,vibecoding"
raggenie,182,2025-07-25,2024-08-13,https://github.com/sirocco-ventures/raggenie,67,31,Python,MIT License,"RAGGENIE: An open-source, low-code platform to build custom Retrieval-Augmented Generation (RAG) Copilets with your own data. Simplify AI development with ease!","genai,hacktoberfest,llm,rag"
lightning,181,2026-01-28,2020-11-30,https://github.com/git-men/lightning,27,6,Python,MIT License,A Django based no code Admin and low code develop framework,"admin,django,lowcode,nocode,python"
zigflow,180,2026-07-15,2025-08-01,https://github.com/zigflow/zigflow,23,24,Go,Apache License 2.0,"Define durable workflows in YAML, powered by Temporal","developer-tools,dsl,durable-execution,low-code,no-code,open-workflow-specification,orchestration,serverless-workflow,temporal,temporal-dsl,workflow-management-system,workflow-orchestration,workflows,yaml,zigflow"
serein-flow,179,2026-01-27,2024-08-04,https://github.com/fhhyyp/serein-flow,29,0,C#,Other,"基于 .NET 8 的跨平台可视化编程平台，支持低代码开发、脚本执行、自定义节点与流程图设计，适合用于业务流程建模与二次开发。A cross-platform visual programming platform built on .NET 8, supporting low-code development, scripting, custom nodes, and workflow editing—ideal for business process modeling and extensibility.","flow,node,nodeflow,secondary-development,visualprogramming,wpf"
web-design,178,2026-06-08,2021-07-20,https://github.com/ahyiru/web-design,7,0,JavaScript,MIT License,Low-Code development platform.,"dashboard,express,full-stack,hooks,jsonschema,low-code,mongoose,nodejs,react,responsive,webgl,webpack"
frankframework,165,2026-07-18,2013-03-21,https://github.com/frankframework/frankframework,82,227,Java,Apache License 2.0,"The Frank!Framework is an easy-to-use, stateless integration framework which allows (transactional) messages to be modified and exchanged between different systems.","batch-processing,bpmn,community-driven,data-flow,elt-framework,erp,erp-framework,etl-framework,framework,integration,integration-framework,integration-platform,java,low-code,low-code-development-platform,low-code-platform,open-source,self-hosted,system-integration,workflow-engine"
runify,161,2026-07-17,2025-07-10,https://github.com/runify-dev/runify,8,1,Java,Apache License 2.0,轻量白盒多智能体平台 —— 可视化编排工作流，多 Agent 协作，高精度知识召回，企业级权限管理，统一对话管理。支持低成本嵌入第三方系统，200MB 低资源即可运行。,"ai-agent,electron,knowledge-base,lightweight,low-code,multi-agent,rag,vertx,white-box,workflow"
videokit,160,2026-06-20,2022-10-11,https://github.com/videokit-ai/videokit,20,4,C,Apache License 2.0,"Low-code, cross-platform media SDK for Unity Engine.","audio-capture,background-removal,camera-streaming,social-sharing,unity3d,video-recording"
platform,153,2026-06-30,2021-05-28,https://github.com/dashjoin/platform,16,15,Java,GNU Affero General Public License v3.0,Dashjoin Is an Open Source & Cloud Native Low Code Development and Integration Platform that helps teams deliver applications faster 🚀 Uses a data-driven approach inspired by Linked Data to make use of your existing assets,"low-code,low-code-development-platform,low-code-platform,lowcode,no-code,nocode"
ensemble,151,2026-07-18,2022-03-10,https://github.com/EnsembleUI/ensemble,16,243,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License","Build native apps 20x faster than Flutter, RN or any other tech","cross-platform,dart,flutter,low-code,sdui,server-driven-ui"
flowg,150,2026-07-17,2024-08-18,https://github.com/link-society/flowg,17,21,Go,MIT License,Low Code / Visual Scripting log processing software,"badgerdb,go,golang,log-management,logging,low-code,no-code,pipeline,react-flow,rust,syslog,syslog-server,visual-scripting,vrl"
KoalaForm,149,2025-10-13,2023-06-26,https://github.com/WeBankFinTech/KoalaForm,21,0,TypeScript,MIT License,中后台前端低代码表单,"form,lowcode"
llemonstack,148,2026-02-03,2025-03-03,https://github.com/LLemonStack/llemonstack,27,1,TypeScript,GNU Affero General Public License v3.0,"All-in-one local low-code AI agent development platform. Installs and runs n8n, Flowise, Browser-Use, Qdrant, Ollama, and more. Proxies LLM requests through LiteLLM with Langfuse for observability.",
jianmu,147,2026-04-14,2021-10-20,https://github.com/jianmu-dev/jianmu,20,2,Java,Other,Jianmu is an easily extensible open-source NoCode(Graphical) / LowCode(GitOps) tool for DevOps. It can help users easily arrange various DevOps processes and distribute them to different platforms for execution.,
huxy-admin,146,2026-06-08,2022-04-06,https://github.com/ahyiru/huxy-admin,3,0,JavaScript,MIT License,"Huxy Admin is a customizable admin dashboard template based on React. Built with Webpack, @huxy/pack, useRouter, useStore, etc.","dashboard,express,full-stack,hooks,husky,low-code,mongoose,nodejs,react,responsive,template,webgl,webpack"
ixgo,141,2026-07-17,2021-07-12,https://github.com/goplus/ixgo,19,9,Go,Apache License 2.0,The Go/XGo Interpreter,"data-science,golang,goplus,igop,interpreter,ixgo,low-code,programming-language,scientific-computing,stem,stem-education,xgo"
oinone-kunlun,135,2026-05-26,2025-05-16,https://github.com/oinone/oinone-kunlun,19,1,TypeScript,GNU Affero General Public License v3.0,"Oinone is an AI‑Powered low‑code framework that unifies AI and developers around a shared metadata model to build maintainable, evolvable, high‑quality enterprise intelligent applications.[AI Coding][Vibe Coding][Framework][Low Code]","ai-lowcode,framework,low-code,low-code-framework,lowcode,oinone"
openxava,133,2026-07-10,2019-03-29,https://github.com/openxava/openxava,46,0,HTML,No license,Automatic frontend engine for Java,"ddd,framework,frontend,java,jpa,low-code"
sirius-web,131,2026-07-17,2018-01-16,https://github.com/eclipse-sirius/sirius-web,85,970,Java,Eclipse Public License 2.0,Sirius Web: open-source low-code platform to define custom web applications supporting your specific visual languages,
awesome-vibe-coding,129,2026-06-02,2026-01-19,https://github.com/taskade/awesome-vibe-coding,40,17,No language,Other,"🚀 The complete guide to vibe coding — build software with AI through natural language prompts. Tools, frameworks, best practices, and resources curated by Taskade.","ai,ai-agents,ai-app-builder,ai-coding,ai-developer-tools,ai-tools,awesome,awesome-list,bolt-alternative,copilot,cursor-ai,living-software,lovable-alternative,low-code,no-code,prompt-engineering,prompt-to-app,taskade-genesis,vibe-coding,vibecoding"
tymly,121,2026-02-17,2017-07-21,https://github.com/wmfs/tymly,26,2,JavaScript,MIT License,An open framework for building digital services.,"low-code,monorepo"
evolutility-ui-react,119,2026-07-18,2016-06-16,https://github.com/evoluteur/evolutility-ui-react,32,2,TypeScript,GNU Affero General Public License v3.0,Framework for building CRUD UIs for Hasura GraphQL with models rather than code.,"crud,crud-application,crud-functionality,evolutility,graphql,hasura,hasura-graphql,low-code,mda,metadata,metadata-driven,model,model-driven,model-driven-development,no-code,react-component,spa,views"
LatteReview,116,2026-06-10,2024-12-10,https://github.com/PouriaRouzrokh/LatteReview,13,4,Jupyter Notebook,Other,This is the repository for the LatteReview python package. LatteReview is a low-code Python package designed to automate systematic literature review processes through AI-powered agents.,"ai,deep-learning,large-language-models,multi-agent,multi-agent-systems,multiagent,review,review-tools"
tabbled,115,2025-07-25,2022-12-05,https://github.com/tabbled/tabbled,19,0,Vue,Other,"Self-hosted low-code platform for business applications like CRM, ERP, WMS, etc. Built using JavaScript/TypeScript. 🚀","crm,crm-platform,docker,erp,internal-applications,javascript,low-code,low-code-development-platform,low-code-framework,low-code-no-code,low-code-platform,no-code,no-code-platform,nodejs,self-hosted,typeorm,typescript,vuejs,web-development-tools,wms"
edgelinkd,115,2026-01-19,2025-07-09,https://github.com/oldrev/edgelinkd,14,10,Rust,Apache License 2.0,Node-RED Reimplemented in Rust,"event-driven,flow,flow-based-programming,flowing,iot,low-code,node-red,nodered,rust"
vibra-code,115,2026-03-06,2026-03-06,https://github.com/sa4hnd/vibra-code,34,0,TypeScript,GNU Affero General Public License v3.0,"Open-Source AI App Builder for Mobile — Build apps with AI like vibecodeapp, rork, lovable & bolt.new but fully open source. Describe what you want → AI builds it → Preview on your phone. Built with Claude Code, Expo, React Native, Convex, E2B.","ai-agent,ai-app-builder,ai-code-generation,ai-mobile,android-app,app-builder,claude-code,expo,ios-app,low-code,mobile-app-builder,nextjs,no-code,open-source,prompt-to-app,react-native,self-hosted,text-to-app,typescript,vibe-coding"
PayrollEngine,113,2026-07-14,2023-05-23,https://github.com/Payroll-Engine/PayrollEngine,29,0,PowerShell,MIT License,"Open-source framework for regulation-driven payroll applications — multi-tenant, multi-country, API-first, with No-Code/Low-Code automation and test-driven development.","automated-testing,blazor,csharp,docker,dotnet,hrm,low-code,mit-licensed,multi-tenant,no-code,open-source,payroll,payroll-automation,payroll-management-system,payroll-processing,regulations,restful-api,scripting-interface,swagger"
Constructor-Telegram-Bots-Backend,113,2026-07-17,2022-05-01,https://github.com/EXG1O/Constructor-Telegram-Bots-Backend,34,0,Python,GNU Affero General Public License v3.0,Backend of the Constructor Telegram Bots project. ,"automation,backend,bot,constructor,ctb,django,docker,docker-compose,low-code,low-code-platform,no-code,no-code-platform,python,telegram"
evolutility-server-node,113,2026-06-26,2015-07-13,https://github.com/evoluteur/evolutility-server-node,33,2,TypeScript,GNU Affero General Public License v3.0,"Framework for building REST APIs for CRUD with models rather than code (using Node.js, Express, and PostgreSQL).","crud,crud-api,crud-functionality,crud-operation,database,evolutility,low-code,mda,metadata,metadata-driven,model-driven-development,models,no-code,nodejs,orm,postgres,rest,rest-api,restful-api,sql"
tiny-engine-backend-java,111,2026-07-14,2024-10-16,https://github.com/opentiny/tiny-engine-backend-java,88,22,Java,No license,"TinyEngine Backend Java is a Spring Boot-based RESTful API service that powers a low-code/visual development platform, enabling users to create applications through drag-and-drop interfaces, component libraries, and visual page builders.","java,lowcode,service,spring-boot"
pulseui,110,2025-09-14,2022-09-06,https://github.com/timestored/pulseui,14,147,Java,Other,Real-time interactive database applications,"database,kdb,lowcode,mysql,postgresql,sql"
kaoto,110,2026-07-18,2023-08-07,https://github.com/KaotoIO/kaoto,76,214,TypeScript,Apache License 2.0,The UI of the Kaoto project,"apache-camel,camel,camel-jbang,camel-k,camel-quarkus,components,connectors,editor,eip,integration,integration-flow,jbang,low-code,no-code,quarkus,spring-boot,visualisation,visualization,yaml"
Power-Platform-For-Beginners,106,2025-10-28,2023-06-13,https://github.com/microsoft/Power-Platform-For-Beginners,33,0,HTML,MIT License,Event-in-a-box to get started with Power Platform and AI Copilot (aka LowCode),"ai,copilot,custom-connector,low-code,power-apps,power-automate,power-platform"
ToolsForMCPServer,106,2026-01-01,2025-07-03,https://github.com/tanaikech/ToolsForMCPServer,21,0,JavaScript,MIT License,"The Gemini CLI confirmed that the MCP server built with Google Apps Script (GAS), a low-code platform, offers immense possibilities. If you've created snippets for GAS, these could be revitalized and/or leveraged in new ways by using them as the MCP server. The Gemini CLI and other MCP clients will be useful in achieving this.","gas-library,google-apps-script,google-apps-script-library,google-workspace,mcp,mcp-server,model-context-protocol"
mona-saas,106,2026-02-04,2021-05-03,https://github.com/microsoft/mona-saas,38,5,C#,MIT License,"Go transactable with the Azure Marketplace in hours, not months!","appsource,azure,azure-marketplace,isv,low-code,no-code,saas"
api2mcp4j,105,2026-03-12,2025-04-15,https://github.com/TheEterna/api2mcp4j,15,0,Java,Apache License 2.0,Spring Boot Starter: Auto-convert existing REST APIs (@RestController) to MCP Server with zero/low-code. Expose controllers as MCP Tools instantly.,"agent,ai,framework,java,maven,mcp,mcp-server,multi-agent-systems,spring,spring-ai,spring-boot,spring-mvc"
dafthunk,104,2026-06-23,2025-02-13,https://github.com/dafthunk-com/dafthunk,16,7,TypeScript,MIT License,A workflow execution platform built on top of the fantastic Cloudflare infrastructure.,"artificial-intelligence,automation,cloudflare,data-flow,development,generative-ai,graph,integration,integration-framework,low-code,node-based-ui,react,react-flow,typescript,workflow,workflow-automation"
connect-platform,102,2025-10-24,2018-02-15,https://github.com/CONNECT-platform/connect-platform,16,56,JavaScript,MIT License,Visual Backend Programming Platform,"backend,low-code,low-code-development-platform,microservice,nodejs,nodejs-framework,visual-programming-language"
jeecg-boot-starter,100,2026-07-09,2022-07-29,https://github.com/jeecgboot/jeecg-boot-starter,99,0,Java,Apache License 2.0,JeeccgBoot项目的启动模块，拆分出来便于维护 含各种starter：微服务启动、xxljob、分布式锁starter、rabbitmq、分布式事务、分库分表shardingsphere、mongondb,"ai,deepseek,gpt,gpt-4,jeecg,jeecgboot,langchain4j,low-code,ollama,springboot"
deepfish,97,2025-11-23,2025-11-23,https://github.com/noahgsolomon/deepfish,7,0,TypeScript,MIT License,"A visual node-based editor for building, sharing, and executing complex AI workflows with Fal.ai and Replicate.","ai,comfyui-web,fal-ai,generative-ai,low-code,nextjs,node-editor,react-flow,replicate,typescript,visual-programming,workflow-automation"
artgen,95,2026-02-10,2021-11-01,https://github.com/hisorange/artgen,9,14,TypeScript,GNU General Public License v3.0,Next Generation Low Code Headless CMS,"database,docker,headless-cms,lowcodeplatform,mysql,nocode,postgres,sqlite"
appsmith-docs,95,2026-07-15,2020-08-26,https://github.com/appsmithorg/appsmith-docs,271,223,MDX,Apache License 2.0,Mirror of documentation at https://docs.appsmith.com. Raise Pull requests against this repository to update the documentation,"documentation,hacktoberfest,lowcode"
