Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
sponge,2853,2025-12-15,2022-09-19,https://github.com/go-dev-frame/sponge,270,41,Go,MIT License,"A powerful and easy-to-use Go development framework that enables you to effortlessly build stable, reliable, and high-performance backend services with a ""low-code"" approach.","ai-assistant,ai-generated-code,cloud-native,code-generation,custom-templates,developer-tools,development-framework,gin,go-sponge,grpc,grpc-gateway,low-code,microservice,protobuf,restful-api,sponge,web"
tiny-engine,2759,2026-07-14,2023-09-18,https://github.com/opentiny/tiny-engine,477,138,Vue,MIT License,TinyEngine is a low-code engine based on which you can build or develop low-code platforms in different domains/TinyEngine是一个低代码引擎，基于这个引擎可以构建或者开发出不同领域的低代码平台,"frontend,lowcode,lowcode-engine,opentiny,tiny-engine"
erupt,2749,2026-07-18,2020-09-15,https://github.com/erupts/erupt,513,0,Java,Apache License 2.0,MDD & Annotation-driven Low-code Data platform & AI Harness,"admin,ai,annotation,erupt,jpa,low-code,mdd,rbac,semantic"
vibe-coding-prompt-template,2659,2026-07-18,2025-04-14,https://github.com/KhazP/vibe-coding-prompt-template,329,0,Python,MIT License,"Templates and workflow for generating PRDs, Tech Designs, and MVP and more using LLMs for AI IDEs","ai-agents,ai-workflow,beginner-friendly,claude-code,claude-code-skills,claude-skills,dev-tools,development-workflows,llm-tools,llm-workflow,low-code,mvp-development,no-code,product-requirement-document,prompt-enginering,technical-design,vibe-coding,workflow-automation"
oinone-pamirs,2492,2026-06-05,2025-05-10,https://github.com/oinone/oinone-pamirs,295,0,Java,GNU Affero General Public License v3.0,"Oinone is an AI‑Powered low‑code framework that unifies AI and developers around a shared metadata model to build maintainable, evolvable, high‑quality enterprise intelligent applications.[AI Coding][Vibe Coding][Framework][Low Code]","ai-lowcode,framework,low-code,low-code-framework,lowcode,oinone"
alan-sdk-web,2434,2026-07-08,2019-10-23,https://github.com/alan-ai/alan-sdk-web,106,37,No language,No license,The Self-Coding System for Your App — Alan AI SDK for Web,"ai,ai-assistant,ai-chat,ai-chat-bot,conversational-ai,custom-dataset,enterprise,explainable-ai,generative-ai,large-language-models,llms,low-code,machine-learning,nlp,productivity,question-answering,text-ai,voice-ai,voice-ai-platform,workflow"
claimed,2304,2026-07-07,2018-05-21,https://github.com/claimed-framework/claimed,3923,1,Jupyter Notebook,Apache License 2.0,The goal of CLAIMED is to enable low-code/no-code rapid prototyping style programming to seamlessly CI/CD into production. ,"data-science,machine-learning"
builder,2175,2026-07-17,2023-01-10,https://github.com/frappe/builder,483,67,Vue,MIT License,Craft beautiful websites effortlessly with an intuitive visual builder and publish them instantly,"ai-website-builder,cms,deployment,erpnext-website,figma,framer,frappe-framework,low-code,responsive,typescript,vue,website-builder,wordpress"
corteza,2118,2026-07-17,2019-05-21,https://github.com/cortezaproject/corteza,507,256,Go,Apache License 2.0,Low-code platform,"go,golang,javascript,low-code,typescipt,vuejs"
nndeploy,1848,2026-04-25,2023-08-08,https://github.com/nndeploy/nndeploy,227,23,C++,Apache License 2.0,一款简单易用和高性能的AI部署框架 | An Easy-to-Use and High-Performance AI Deployment Framework,"ai,ascend,deep-learning,deployment,diffusers,genai,llm,low-code,low-code-platform,mnn,no-code,onnxruntime,openvino,python,pytorch,tensorrt,transformer,workflow"
studio,1734,2026-07-11,2016-05-17,https://github.com/eez-open/studio,236,255,JavaScript,GNU General Public License v3.0,Cross-platform low-code GUI and automation,"eez-studio,flow-based-programming,instrument-extensions,lvgl,scpi-commands,scpi-instrument"
toolpad,1703,2026-06-14,2021-11-15,https://github.com/mui/toolpad,402,365,TypeScript,MIT License,⚠️ 𝐍𝐨𝐭 𝐚𝐜𝐭𝐢𝐯𝐞𝐥𝐲 𝐦𝐚𝐢𝐧𝐭𝐚𝐢𝐧𝐞𝐝 Toolpad: Full stack components and low-code builder for dashboards and internal apps.,"admin-dashboard,admin-panel,components,crud,internal-tools,low-code,low-code-framework,react,self-hosted,toolpad,web-development-tools"
lowcoder,1591,2026-07-09,2023-04-19,https://github.com/lowcoder-org/lowcoder,309,281,HTML,GNU Affero General Public License v3.0,"🔥 🔥 🔥 The Open Source Retool, Tooljet and Appsmith Alternative","admin-panel,api-rest,app-editor,application,customer-application,lowcode-editor,mobile-web,rapid-development"
rulego,1565,2026-07-13,2023-07-23,https://github.com/rulego/rulego,149,14,Go,Apache License 2.0,"⛓️RuleGo is a lightweight, high-performance, embedded, next-generation component orchestration rule engine framework for Go.","ai,automation,data-flow,edge-computing,go,intergrations,iot,ipaas,low-code,low-code-framework,mcp,mcp-client,mcp-server,rule-engine,rulego,workflow,workflow-automation,workflow-engine"
sequential-workflow-designer,1454,2026-07-05,2022-05-17,https://github.com/nocode-js/sequential-workflow-designer,149,1,TypeScript,MIT License,Customizable no-code component for building flow-based programming applications or workflow automation. 0 external dependencies. Check out https://nocode-js.com,"agent-builder,agentflow,ai-designer,automation,component,designer,flow-based-programming,flowchart,flowcharts,javascript,lowcode,no-code,nocode,reactjs,typescript,workflow,workflow-automation,workflow-builder,workflow-designer"
n8n-as-code,1452,2026-07-18,2026-01-03,https://github.com/EtienneLescot/n8n-as-code,171,12,TypeScript,MIT License,"Give your AI agent n8n superpowers. 537 nodes with full schemas, 7,700+ templates, Git-like sync, and TypeScript workflows.","ai-skills,claude,copilot,cursor,gitops,low-code,n8n,ontology,skills,typescript,vscode,workflow-automation"
obsei,1415,2026-02-04,2020-10-25,https://github.com/obsei/obsei,176,38,Python,Apache License 2.0,"Obsei is a low code AI powered automation tool. It can be used in various business flows like social listening, AI based alerting, brand image analysis, comparative study and more .","anonymization,artificial-intelligence,business-process-automation,customer-engagement,customer-support,issue-tracking-system,low-code,lowcode,natural-language-processing,nlp,process-automation,python,sentiment-analysis,social-listening,social-network-analysis,text-analysis,text-analytics,text-classification,workflow,workflow-automation"
agents,1300,2026-07-18,2025-09-05,https://github.com/inkeep/agents,151,40,TypeScript,Other,Create AI Agents in a No-Code Visual Builder or TypeScript SDK with full 2-way sync. For shipping AI assistants and multi-agent AI workflows.,"agent,agent-builder,agent-framework,agents-sdk,ai,ai-agent,ai-agents,aiagentframework,developer-sdk,inkeep,llms,low-code,mcp,mcp-server,mulit-agent,no-code,self-hosted,typescript,workflow,workflows"
power-pwn,1167,2025-12-21,2022-06-14,https://github.com/mbrg/power-pwn,127,21,Python,MIT License,"An offensive/defense security toolset for discovery, recon and ethical assessment of AI Agents","agentforce,agentkit,agentspace,ai-red-team,blackhat,chatgpt,copilotstudio,defcon,gpts,hacking,hacking-tool,lowcode,m365,microsoft365,nocode,pentesting,powerapps,powerplatform,redteam,redteaming"
kottster,1159,2026-01-16,2024-07-22,https://github.com/kottster/kottster,80,37,TypeScript,Apache License 2.0,"Instant Node.js admin panel. Secure, self-hosted, and easy to set up","admin,admin-panel,cli,crud,dashboard,database-viewer,javascript,lowcode,nocode,react,typescript"
magic,1155,2026-07-18,2019-03-16,https://github.com/polterguy/magic,167,29,C#,MIT License,Fully Autonomous AI-based Software Development Assistant,"ai,automation-framework,low-code,mcp,mcp-server,no-code,oauth2-client,oauth2-server,openai,vibe-coding"
better-chatbot,1151,2026-06-11,2025-04-13,https://github.com/keinsaasforever/better-chatbot,347,45,TypeScript,MIT License,"Formerly Better Chatbot. Navigator is an open-source AI workspace for agents, MCP and workflow automation.","agent,ai,ai-chatbot,automation,chatbot,claude,gemini,low-code,mcp,mcp-client,mcp-server,nextjs,ollama,openai,openai-realtime,ui,vercel,voice-ai,web-ui,workflow"
prompt-poet,1150,2026-02-12,2024-07-17,https://github.com/character-ai/prompt-poet,95,11,Python,MIT License,Streamlines and simplifies prompt design for both developers and non-technical users with a low code approach.,"llm,llm-inference,prompt,prompt-design,prompt-engineering,prompt-tuning,prompting"
tego,1098,2026-07-07,2024-10-15,https://github.com/tegojs/tego,111,15,TypeScript,Apache License 2.0,"Tego is a pluggable Node.js framework for building customizable development platforms. It enables developers to create their own no-code/low-code systems or event-driven applications, while the core focuses on stability and environment adaptability.","admin-dashboard,approval,crm,crud,erp,internal-tools,low-code,low-code-development,low-code-development-platform,low-code-platform,nodejs,self-hosted,workflows"
tribe,1082,2025-10-27,2024-03-24,https://github.com/StreetLamb/tribe,136,9,TypeScript,MIT License,Low code tool to rapidly build and coordinate multi-agent teams,"agent-based-framework,agent-oriented-programming,agentic,agentic-agi,ai,ai-tools,chat,chatbot,gpt,gpt-35-turbo,gpt-4,gpt-4o,langchain-python,langgraph,llm-agent,llm-framework,llms,low-code,no-code,open-source"
system-designer,1073,2026-01-07,2016-01-16,https://github.com/design-first/system-designer,157,29,HTML,Apache License 2.0,A low-code development platform for creating systems 🇺🇦#standwithUkraine,"ide,javascript,low-code,metamodel,model,mson,schema,system,uml"
openops,1053,2026-07-17,2025-03-09,https://github.com/openops-cloud/openops,175,2,TypeScript,Other,"The batteries-included, No-Code FinOps automation platform, with the AI you trust.","ai-agent,ai-agents,cloud-governance,cloud-optimization,enterprise-automation,finops,finops-automation,low-code,mcp-server,mcp-servers,mcp-tools,no-code,openops,self-hosted,workflow-automation,workflow-engine"
zato,1012,2026-07-18,2011-07-07,https://github.com/zatosource/zato,252,0,Python,GNU Affero General Public License v3.0,"ESB, SOA, REST, APIs and Cloud Integrations in Python","aerospace,airport,api,api-gateway,api-server,automation-framework,defense,enterprise,enterprise-service-bus,esb,fhir,healthcare,hl7,interoperability,ipaas,low-code,orchestration-framework,python,soa,telecommunications"
zerocode,1010,2026-06-29,2016-07-05,https://github.com/authorjapps/zerocode,447,137,Java,Apache License 2.0,"zerocode-tdd is a community-developed, free, open-source, outcome-driven automated testing for Data Pipelines, ETL, REST API, Kafka(Data Streams), Databases and Load scenarios. all defined in simple JSON or YAML — with zero coding.","api,assertions,automation,automation-framework,data-pipeline,dsl,etl-testing,framework,java,json,kafka,library,low-code,nocode,soap,testing"
totum-mit,982,2026-05-30,2019-09-24,https://github.com/totumonline/totum-mit,56,0,PHP,MIT License,"Small-code database for non-programmers. Universal UI, simple-code logic, automatic actions, access rules, logging, API and more. Quickly create a complex internal apps using the database as an interface.","crm-platform,database,erp,erp-framework,internal-apps,low-code,low-code-development-platform,php,postgres,postgresql,productivity,small-code"
flow-like,917,2026-07-18,2025-02-16,https://github.com/Rheosoph/flow-like,71,119,Rust,Other,"Flow-Like: Strongly Typed Enterprise Scale Workflows. Built for scalability, speed, seamless AI integration and rich customization.","agents,ai,apis,automation,data-flow,development,llm,low-code,mcp,mcp-client,mcp-server,no-code,rust,self-hosted,typed,typescript,visual-scripting,workflow,workflow-automation"
bytechef,910,2026-07-18,2021-09-30,https://github.com/bytechefhq/bytechef,157,480,Java,Other,Open-source platform that unifies AI agent orchestration and workflow automation — autonomy and precision in one platform.,"ai,ai-agents,api,automation,embedded-ipaas,hacktoberfest,integrations,ipaas,java,llm,low-code,mcp,n8n,no-code,self-hosted,typescript,workato,workflow,workflow-automation,zapier"
motor-admin-rails,840,2026-02-01,2021-03-04,https://github.com/motor-admin/motor-admin-rails,88,31,Ruby,MIT License,"Low-code Admin panel and Business intelligence Rails engine. No DSL - configurable from the UI. Rails Admin, Active Admin, Blazer modern alternative.","admin,admin-dashboard,business-intelligence,charts,crud,low-code,rails,sql"
structr,828,2026-07-16,2011-02-01,https://github.com/structr/structr,161,5,Java,Other,ATTENTION: This repository is a clone of https://gitlab.structr.com/structr/structr. All development/issue tracking has moved there. | Structr is an integrated open-source low-code development and runtime environment that uses a graph database (Neo4j).,"backend,backend-framework,data-modeling,frontend-framework,full-stack,graalvm,graph,graph-database,low-code,low-code-development-platform,open-api,platform-as-a-service,polyglot-programming,productivity,productivity-tools,schema-design,software-as-a-service,web-application-framework,web-development"
DBAPI,799,2026-06-13,2021-01-30,https://github.com/freakchick/DBAPI,239,16,Vue,GNU Affero General Public License v3.0,Build rest API with SQL in one minute,"api,dbapi,low-code,no-code,rest-api,sql,sql2api"
nussknacker,737,2026-07-14,2017-06-29,https://github.com/TouK/nussknacker,104,76,Scala,Apache License 2.0,Low-code tool for automating actions on real time data | Stream processing for the users.,"apache-flink,automation,big-data,data-streaming,decision-engine,decision-making,decisioning,flink,flink-kafka,gui,kafka,low-code,lowcode,real-time,rules-engine,scala,stream-processing,streaming,touk"
nop-entropy,690,2026-07-18,2022-08-18,https://github.com/entropy-cloud/nop-entropy,100,1,Java,Apache License 2.0,"Nop Platform 2.0 is a next-generation low-code development platform built from scratch based on the principles of reversible computation, adopting a language-oriented programming paradigm. It includes a suite of fully designed engines such as a GraphQL engine, ORM engine, workflow engine, reporting engine, rule engine, and batch processing engine, ","aigc,amis,graalvm,graphql,java,lowcode,nocode,quarkus,report,report-engine,rule-engine,vue3,workflow"
Implem.Pleasanter,676,2026-07-14,2016-03-27,https://github.com/Implem/Implem.Pleasanter,103,30,C#,GNU Affero General Public License v3.0,Pleasanter is a no-code/low-code development platform that runs on .NET. You can quickly create business applications with simple operations.,
jans,641,2026-07-18,2020-11-03,https://github.com/JanssenProject/jans,174,462,Java,Apache License 2.0,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code identity orchestration, and the Cedarling policy decision point. The ""Janssen Server"" distributions bundle IAM components under one control plane. ","access-management,api,iam,identity,kubernetes,oauth2,openid-connect,security,sso"
LinkedDataHub,623,2026-07-13,2017-01-10,https://github.com/AtomGraph/LinkedDataHub,151,36,XSLT,Apache License 2.0,The low-code Knowledge Graph application platform. Apache license.,"data-driven,data-management,declarative,framework,knowledge-graph,linked-data,linked-open-data,low-code,ontology-driven-development,openid-connect,owl,platform,rdf,semantic-web,sparql,triplestore,webid,xslt"
owl-admin,614,2026-07-10,2022-12-20,https://github.com/slowlyo/owl-admin,96,0,PHP,MIT License,"🎈 Owl Admin : 基于 laravel 和 amis 开发的后台框架, 友好的组件使用体验, 可轻松实现复杂页面, 内置代码生成器, 让开发者快速搭建后台管理系统","admin,admin-dashboard,amis,crud-generator,laravel,laravel-admin,low-code,php,restful-api"
jw-community,612,2026-07-13,2011-07-01,https://github.com/jogetworkflow/jw-community,228,18,JavaScript,No license,"Joget is an open source no-code/low-code application platform that combines the best of rapid application development, business process automation and workflow management. This Joget open source repository is licensed under GPLv3. For commercial licensing, please visit www.joget.org.","css,hibernate,java,javascript,low-code,no-code,spring"
