Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
serein-flow,176,2026-01-27,2024-08-04,https://github.com/fhhyyp/serein-flow,30,0,C#,Other,"基于 .NET 8 的跨平台可视化编程平台，支持低代码开发、脚本执行、自定义节点与流程图设计，适合用于业务流程建模与二次开发。A cross-platform visual programming platform built on .NET 8, supporting low-code development, scripting, custom nodes, and workflow editing—ideal for business process modeling and extensibility.","flow,node,nodeflow,secondary-development,visualprogramming,wpf"
frankframework,162,2026-04-17,2013-03-21,https://github.com/frankframework/frankframework,80,223,Java,Apache License 2.0,"The Frank!Framework is an easy-to-use, stateless integration framework which allows (transactional) messages to be modified and exchanged between different systems.","batch-processing,bpmn,community-driven,data-flow,elt-framework,erp,erp-framework,etl-framework,framework,integration,integration-framework,integration-platform,java,low-code,low-code-development-platform,low-code-platform,open-source,self-hosted,system-integration,workflow-engine"
BESSER,160,2026-04-17,2022-09-21,https://github.com/BESSER-PEARL/BESSER,31,55,Python,MIT License,A Python-based low-modeling low-code open-source platform for smart and AI-enhanced software,"ai,class-diagrams,code-generation,dsl,language-modeling,low-code,low-code-platform,lowcode,mde,metamodel,modeling,ocl,open,open-source,opensource,python,state-machine,uml"
loopi,158,2026-04-19,2025-09-17,https://github.com/Dyan-Dev/loopi,21,32,TypeScript,Other,"A desktop automation platform — control browsers, system cursor/keyboard, run shell commands, and orchestrate workflows with AI agents and 80+ integrations. Runs locally.","agents,ai,api-rest,automation,browser,cli,desktop,electron,integrations,keyboard-automation,low-code,mouse-control,open-source,rpa,shell-commands,system-commands,typescript,workflows"
videokit,157,2026-03-23,2022-10-11,https://github.com/videokit-ai/videokit,20,2,C,Apache License 2.0,"Low-code, cross-platform media SDK for Unity Engine.","audio-capture,background-removal,camera-streaming,social-sharing,unity3d,video-recording"
KoalaForm,149,2025-10-13,2023-06-26,https://github.com/WeBankFinTech/KoalaForm,21,0,TypeScript,MIT License,中后台前端低代码表单,"form,lowcode"
jianmu,148,2026-04-14,2021-10-20,https://github.com/jianmu-dev/jianmu,20,2,Java,Other,Jianmu is an easily extensible open-source NoCode(Graphical) / LowCode(GitOps) tool for DevOps. It can help users easily arrange various DevOps processes and distribute them to different platforms for execution.,
ensemble,148,2026-04-17,2022-03-10,https://github.com/EnsembleUI/ensemble,17,227,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License","Build native apps 20x faster than Flutter, RN or any other tech","cross-platform,dart,flutter,low-code,sdui,server-driven-ui"
huxy-admin,146,2026-02-25,2022-04-06,https://github.com/ahyiru/huxy-admin,3,0,JavaScript,MIT License,"Huxy Admin is a customizable admin dashboard template based on React. Built with Webpack, @huxy/pack, useRouter, useStore, etc.","dashboard,express,full-stack,hooks,husky,low-code,mongoose,nodejs,react,responsive,template,webgl,webpack"
flowg,142,2026-04-16,2024-08-18,https://github.com/link-society/flowg,13,22,Go,MIT License,Low Code / Visual Scripting log processing software,"badgerdb,go,golang,log-management,logging,low-code,no-code,pipeline,react-flow,rust,syslog,syslog-server,visual-scripting,vrl"
